start_node,rep,strategy,reward,ls_exact_reward,gap_pct,valid,rollout_time
18,1,greedy_beam1,1113.0,4956.0,77.54237288135593,True,0.011403322219848633
18,1,beam10,3888.0,4956.0,21.54963680387409,True,0.15875887870788574
18,1,beam20,4132.0,4956.0,16.626311541565777,True,0.2999699115753174
18,1,sample128,2803.0,4956.0,43.44229217110573,True,0.034854888916015625
18,1,sample256,3314.0,4956.0,33.1315577078289,True,0.04881882667541504
18,2,greedy_beam1,1114.0,5303.0,78.99302281727324,True,0.011463403701782227
18,2,beam10,5303.0,5303.0,0.0,True,0.17110896110534668
18,2,beam20,5303.0,5303.0,0.0,True,0.3270695209503174
18,2,sample128,3034.0,5303.0,42.78710164058081,True,0.032297611236572266
18,2,sample256,3450.0,5303.0,34.942485385630775,True,0.047937631607055664
19,0,greedy_beam1,2927.0,3182.0,8.013827781269642,True,0.017136573791503906
19,0,beam10,3182.0,3182.0,0.0,True,0.10138320922851562
19,0,beam20,3182.0,3182.0,0.0,True,0.19021153450012207
19,0,sample128,2927.0,3182.0,8.013827781269642,True,0.026244163513183594
19,0,sample256,2927.0,3182.0,8.013827781269642,True,0.03743481636047363
19,1,greedy_beam1,-103.0,2777.0,103.7090385307886,True,0.01137852668762207
19,1,beam10,2777.0,2777.0,0.0,True,0.10639286041259766
19,1,beam20,2777.0,2777.0,0.0,True,0.1767263412475586
19,1,sample128,2488.0,2777.0,10.406913935902052,True,0.025245189666748047
19,1,sample256,2488.0,2777.0,10.406913935902052,True,0.03698563575744629
19,2,greedy_beam1,401.0,3146.0,87.25365543547362,True,0.022760868072509766
19,2,beam10,3146.0,3146.0,0.0,True,0.08659815788269043
19,2,beam20,3146.0,3146.0,0.0,True,0.16585230827331543
19,2,sample128,2941.0,3146.0,6.516211061665607,True,0.017491579055786133
19,2,sample256,2941.0,3146.0,6.516211061665607,True,0.03708982467651367
20,0,greedy_beam1,2253.0,5335.0,57.76944704779756,True,0.021358728408813477
20,0,beam10,5335.0,5335.0,0.0,True,0.16225123405456543
